travelcode,usercode,name,place,days,price,total,date
119524.0,1186.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2020-01-09
119525.0,1186.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2020-01-16
119526.0,1186.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2020-01-23
119527.0,1186.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2020-01-30
119529.0,1186.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2020-02-13
119530.0,1186.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2020-02-20
119531.0,1186.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2020-02-27
119535.0,1186.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2020-03-26
119538.0,1186.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2020-04-16
119542.0,1186.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2020-05-14
119544.0,1186.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2020-05-28
119545.0,1186.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2020-06-04
119555.0,1186.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2020-08-13
119558.0,1186.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2020-09-03
119567.0,1186.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2020-11-05
119568.0,1186.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2020-11-12
119572.0,1186.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2020-12-10
119579.0,1186.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2021-01-28
119580.0,1186.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2021-02-04
119584.0,1186.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2021-03-04
119585.0,1186.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2021-03-11
119587.0,1186.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2021-03-25
119591.0,1186.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2021-04-22
119593.0,1186.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2021-05-06
119594.0,1186.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2021-05-13
119596.0,1186.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2021-05-27
119598.0,1186.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2021-06-10
119606.0,1186.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2021-08-05
119608.0,1186.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2021-08-19
119622.0,1186.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2021-11-25
119636.0,1187.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2019-11-21
119637.0,1187.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2019-11-28
119640.0,1187.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2019-12-19
119641.0,1187.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2019-12-26
119648.0,1187.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2020-02-13
119649.0,1187.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2020-02-20
119652.0,1187.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2020-03-12
119653.0,1187.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2020-03-19
119654.0,1187.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2020-03-26
119655.0,1187.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2020-04-02
119656.0,1187.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2020-04-09
119658.0,1187.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2020-04-23
119659.0,1187.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2020-04-30
119660.0,1187.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2020-05-07
119663.0,1187.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2020-05-28
119668.0,1187.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2020-07-02
119674.0,1187.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2020-08-13
119683.0,1188.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2019-11-14
119687.0,1188.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2019-12-12
119689.0,1188.0,Hotel Z,Aracaju (SE),1.0,208.04,208.04,2019-12-26
119691.0,1188.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2020-01-09
119698.0,1188.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2020-02-27
119703.0,1188.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2020-04-02
119709.0,1188.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2020-05-14
119710.0,1188.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2020-05-21
119717.0,1188.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2020-07-09
119722.0,1188.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2020-08-13
119725.0,1188.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2020-09-03
119727.0,1188.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2020-09-17
119728.0,1188.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2020-09-24
119729.0,1188.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2020-10-01
119734.0,1188.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2020-11-05
119735.0,1188.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2020-11-12
119738.0,1188.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2020-12-03
119739.0,1188.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2020-12-10
119743.0,1188.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2021-01-07
119745.0,1188.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2021-01-21
119754.0,1188.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2021-03-25
119758.0,1188.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2021-04-22
119777.0,1188.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2021-09-02
119789.0,1188.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2021-11-25
119791.0,1188.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2021-12-09
119795.0,1188.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2022-01-06
119798.0,1188.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2022-01-27
119801.0,1188.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2022-02-17
119803.0,1188.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2022-03-03
119804.0,1188.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2022-03-10
119805.0,1188.0,Hotel Z,Aracaju (SE),1.0,208.04,208.04,2022-03-17
119807.0,1188.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2022-03-31
119811.0,1188.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2022-04-28
119812.0,1188.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2022-05-05
119815.0,1188.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2022-05-26
119818.0,1188.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2022-06-16
119830.0,1188.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2022-09-08
119832.0,1188.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2022-09-22
119838.0,1188.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2022-11-03
119840.0,1188.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2022-11-17
119841.0,1188.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2022-11-24
119843.0,1188.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2022-12-08
119847.0,1188.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2023-01-05
119849.0,1189.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2019-10-03
119853.0,1189.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2019-10-31
119854.0,1189.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2019-11-07
119855.0,1189.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2019-11-14
119857.0,1189.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2019-11-28
119858.0,1189.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2019-12-05
119861.0,1189.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2019-12-26
119862.0,1189.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2020-01-02
119864.0,1189.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2020-01-16
119867.0,1189.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2020-02-06
119880.0,1189.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2020-05-07
119888.0,1189.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2020-07-02
119890.0,1189.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2020-07-16
119891.0,1189.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2020-07-23
119895.0,1189.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2020-08-20
119897.0,1189.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2020-09-03
119902.0,1189.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2020-10-08
119903.0,1189.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2020-10-15
119904.0,1189.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2020-10-22
119905.0,1189.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2020-10-29
119910.0,1189.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2020-12-03
119912.0,1189.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2020-12-17
119914.0,1189.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2020-12-31
119917.0,1189.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2021-01-21
119922.0,1189.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2021-02-25
119925.0,1189.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2021-03-18
119928.0,1189.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2021-04-08
119929.0,1189.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2021-04-15
119933.0,1189.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2021-05-13
119936.0,1189.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2021-06-03
119939.0,1189.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2021-06-24
119940.0,1189.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2021-07-01
119944.0,1189.0,Hotel Z,Aracaju (SE),1.0,208.04,208.04,2021-07-29
119948.0,1189.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2021-08-26
119949.0,1189.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2021-09-02
119950.0,1189.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2021-09-09
119952.0,1189.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2021-09-23
119958.0,1190.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2019-10-17
119960.0,1190.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2019-10-31
119961.0,1190.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2019-11-07
119967.0,1190.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2019-12-19
119979.0,1190.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2020-03-12
119988.0,1190.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2020-05-14
119994.0,1190.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2020-06-25
119996.0,1190.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2020-07-09
119997.0,1190.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2020-07-16
119999.0,1190.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2020-07-30
120001.0,1190.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2020-08-13
120006.0,1190.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2020-09-17
120007.0,1190.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2020-09-24
120013.0,1191.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2019-10-10
120017.0,1191.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2019-11-07
120019.0,1191.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2019-11-21
120022.0,1191.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2019-12-12
120023.0,1191.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2019-12-19
120025.0,1191.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2020-01-02
120029.0,1191.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2020-01-30
120031.0,1191.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2020-02-13
120035.0,1191.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2020-03-12
120038.0,1191.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2020-04-02
120044.0,1191.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2020-05-14
120051.0,1191.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2020-07-02
120053.0,1191.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2020-07-16
120055.0,1191.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2020-07-30
120056.0,1191.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2020-08-06
120058.0,1191.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2020-08-20
120063.0,1191.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2020-09-24
120066.0,1191.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2020-10-15
120071.0,1191.0,Hotel Z,Aracaju (SE),1.0,208.04,208.04,2020-11-19
120078.0,1191.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2021-01-07
120079.0,1191.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2021-01-14
120082.0,1191.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2021-02-04
120093.0,1191.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2021-04-22
120096.0,1191.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2021-05-13
120097.0,1191.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2021-05-20
120107.0,1191.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2021-07-29
120113.0,1191.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2021-09-09
120115.0,1191.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2021-09-23
120116.0,1191.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2021-09-30
120117.0,1191.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2021-10-07
120121.0,1191.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2021-11-04
120130.0,1191.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2022-01-06
120132.0,1191.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2022-01-20
120136.0,1191.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2022-02-17
120138.0,1191.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2022-03-03
120144.0,1191.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2022-04-14
120145.0,1191.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2022-04-21
120149.0,1191.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2022-05-19
120152.0,1191.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2022-06-09
120156.0,1191.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2022-07-07
120160.0,1191.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2022-08-04
120161.0,1191.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2022-08-11
120168.0,1192.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2019-10-24
120171.0,1192.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2019-11-14
120172.0,1192.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2019-11-21
120178.0,1193.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2019-09-26
120179.0,1193.0,Hotel Z,Aracaju (SE),1.0,208.04,208.04,2019-10-03
120181.0,1193.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2019-10-17
120187.0,1193.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2019-11-28
120189.0,1193.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2019-12-12
120191.0,1193.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2019-12-26
120197.0,1193.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2020-02-06
120200.0,1193.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2020-02-27
120203.0,1193.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2020-03-19
120207.0,1193.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2020-04-16
120208.0,1193.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2020-04-23
120210.0,1193.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2020-05-07
120214.0,1193.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2020-06-04
120216.0,1193.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2020-06-18
120218.0,1193.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2020-07-02
120229.0,1193.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2020-09-17
120232.0,1193.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2020-10-08
120235.0,1193.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2020-10-29
120245.0,1193.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2021-01-07
120247.0,1193.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2021-01-21
120256.0,1193.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2021-03-25
120262.0,1193.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2021-05-06
120266.0,1193.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2021-06-03
120271.0,1193.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2021-07-08
120278.0,1193.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2021-08-26
120280.0,1193.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2021-09-09
120283.0,1193.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2021-09-30
120284.0,1193.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2021-10-07
120288.0,1193.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2021-11-04
120300.0,1193.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2022-01-27
120302.0,1193.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2022-02-10
120303.0,1193.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2022-02-17
120309.0,1193.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2022-03-31
120313.0,1193.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2022-04-28
120316.0,1193.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2022-05-19
120321.0,1193.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2022-06-23
120334.0,1193.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2022-09-22
120335.0,1193.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2022-09-29
120337.0,1193.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2022-10-13
120339.0,1193.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2022-10-27
120340.0,1193.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2022-11-03
120342.0,1193.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2022-11-17
120349.0,1193.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2023-01-05
120357.0,1194.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2019-10-10
120358.0,1194.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2019-10-17
120361.0,1194.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2019-11-07
120362.0,1194.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2019-11-14
120363.0,1194.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2019-11-21
120365.0,1194.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2019-12-05
120366.0,1194.0,Hotel Z,Aracaju (SE),1.0,208.04,208.04,2019-12-12
120372.0,1194.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2020-01-23
120375.0,1194.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2020-02-13
120377.0,1194.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2020-02-27
120380.0,1194.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2020-03-19
120383.0,1194.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2020-04-09
120385.0,1194.0,Hotel Z,Aracaju (SE),1.0,208.04,208.04,2020-04-23
120390.0,1194.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2020-05-28
120392.0,1194.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2020-06-11
120394.0,1194.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2020-06-25
120395.0,1194.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2020-07-02
120397.0,1194.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2020-07-16
120398.0,1194.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2020-07-23
120399.0,1194.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2020-07-30
120404.0,1194.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2020-09-03
120405.0,1194.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2020-09-10
120409.0,1194.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2020-10-08
120412.0,1194.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2020-10-29
120418.0,1195.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2019-10-17
120420.0,1195.0,Hotel Z,Aracaju (SE),1.0,208.04,208.04,2019-10-31
120427.0,1195.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2019-12-19
120431.0,1195.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2020-01-16
120440.0,1195.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2020-03-19
120442.0,1195.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2020-04-02
120446.0,1195.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2020-04-30
120448.0,1195.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2020-05-14
120449.0,1195.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2020-05-21
120455.0,1195.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2020-07-02
120456.0,1195.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2020-07-09
120458.0,1195.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2020-07-23
120459.0,1195.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2020-07-30
120462.0,1195.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2020-08-20
120465.0,1195.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2020-09-10
120470.0,1195.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2020-10-15
120473.0,1195.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2020-11-05
120475.0,1195.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2020-11-19
120476.0,1195.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2020-11-26
120485.0,1195.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2021-01-28
120486.0,1195.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2021-02-04
120493.0,1195.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2021-03-25
120505.0,1195.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2021-06-17
120506.0,1195.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2021-06-24
120513.0,1195.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2021-08-12
120514.0,1195.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2021-08-19
120523.0,1195.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2021-10-21
120524.0,1195.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2021-10-28
120529.0,1196.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2019-10-24
120533.0,1196.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2019-11-21
120539.0,1196.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2020-01-02
120540.0,1196.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2020-01-09
120542.0,1196.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2020-01-23
120548.0,1196.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2020-03-05
120549.0,1196.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2020-03-12
120550.0,1196.0,Hotel Z,Aracaju (SE),1.0,208.04,208.04,2020-03-19
120553.0,1196.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2020-04-09
120554.0,1196.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2020-04-16
120555.0,1196.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2020-04-23
120560.0,1196.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2020-05-28
120563.0,1196.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2020-06-18
120564.0,1196.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2020-06-25
120565.0,1196.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2020-07-02
120568.0,1196.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2020-07-23
120573.0,1196.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2020-08-27
120582.0,1196.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2020-10-29
120585.0,1196.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2020-11-19
120586.0,1196.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2020-11-26
120594.0,1196.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2021-01-21
120595.0,1196.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2021-01-28
120596.0,1196.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2021-02-04
120597.0,1196.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2021-02-11
120604.0,1196.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2021-04-01
120605.0,1196.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2021-04-08
120612.0,1196.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2021-05-27
120621.0,1196.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2021-07-29
