travelcode,usercode,name,place,days,price,total,date,price_per_day
115791.0,1149.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2022-10-13,111.28
115797.0,1149.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2022-11-24,208.5533333333333
115801.0,1150.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2019-10-10,111.28
115803.0,1150.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2019-10-24,124.4925
115805.0,1150.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2019-11-07,123.81
115809.0,1150.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2019-12-05,208.5533333333333
115810.0,1150.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2019-12-12,234.6225
115812.0,1150.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2019-12-26,197.5575
115817.0,1150.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2020-01-30,210.728
115818.0,1150.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2020-02-06,161.92
115821.0,1150.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2020-02-27,82.995
115825.0,1150.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2020-03-26,138.69333333333333
115827.0,1150.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2020-04-09,185.715
115831.0,1150.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2020-05-07,194.304
115832.0,1150.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2020-05-14,82.995
115836.0,1150.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2020-06-11,198.096
115837.0,1150.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2020-06-18,111.28
115850.0,1150.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2020-09-17,123.81
115851.0,1150.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2020-09-24,121.44
115855.0,1150.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2020-10-22,82.995
115856.0,1150.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2020-10-29,104.325
115857.0,1150.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2020-11-05,156.03
115861.0,1150.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2020-12-03,165.08
115862.0,1150.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2020-12-10,165.08
115868.0,1150.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2021-01-21,69.55
115873.0,1150.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2021-02-25,194.304
115877.0,1150.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2021-03-25,138.69333333333333
115885.0,1150.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2021-05-20,40.26
115891.0,1150.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2021-07-01,182.16
115893.0,1150.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2021-07-15,121.44
115901.0,1150.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2021-09-09,250.26399999999998
115907.0,1150.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2021-10-21,123.81
115908.0,1150.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2021-10-28,182.16
115910.0,1150.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2021-11-11,132.792
115912.0,1150.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2021-11-25,250.26399999999998
115915.0,1150.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2021-12-16,69.55
115916.0,1150.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2021-12-23,166.432
115918.0,1150.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2022-01-06,48.312
115923.0,1150.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2022-02-10,121.44
115925.0,1150.0,Hotel Z,Aracaju (SE),1.0,208.04,208.04,2022-02-24,104.02
115929.0,1150.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2022-03-24,104.325
115937.0,1150.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2022-05-19,82.995
115943.0,1150.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2022-06-30,121.44
115946.0,1150.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2022-07-21,165.08
115949.0,1150.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2022-08-11,156.03
115951.0,1150.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2022-08-25,185.715
115952.0,1150.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2022-09-01,30.195
115955.0,1150.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2022-09-22,30.195
115957.0,1150.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2022-10-06,132.792
115958.0,1150.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2022-10-13,48.312
115959.0,1150.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2022-10-20,208.5533333333333
115962.0,1150.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2022-11-10,92.73333333333333
115966.0,1150.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2022-12-08,123.81
115967.0,1150.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2022-12-15,194.304
115970.0,1150.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2023-01-05,40.26
115973.0,1150.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2023-01-26,175.60666666666668
115977.0,1150.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2023-02-23,175.60666666666668
115980.0,1150.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2023-03-16,110.66000000000001
115981.0,1150.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2023-03-23,208.5533333333333
115983.0,1150.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2023-04-06,194.304
115984.0,1150.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2023-04-13,166.432
115985.0,1150.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2023-04-20,121.44
115987.0,1150.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2023-05-04,121.44
115988.0,1150.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2023-05-11,161.92
115991.0,1150.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2023-06-01,124.4925
115995.0,1151.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2019-09-26,166.432
116003.0,1151.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2019-11-21,92.73333333333333
116005.0,1151.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2019-12-05,208.5533333333333
116008.0,1151.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2019-12-26,69.55
116011.0,1151.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2020-01-16,69.55
116016.0,1151.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2020-02-20,194.304
116037.0,1151.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2020-07-16,121.44
116043.0,1151.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2020-08-27,30.195
116051.0,1151.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2020-10-22,197.5575
116052.0,1151.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2020-10-29,138.69333333333333
116062.0,1151.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2021-01-07,82.995
116063.0,1151.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2021-01-14,30.195
116065.0,1151.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2021-01-28,124.4925
116070.0,1151.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2021-03-04,165.08
116072.0,1151.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2021-03-18,161.92
116073.0,1151.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2021-03-25,132.792
116077.0,1151.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2021-04-22,121.44
116079.0,1151.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2021-05-06,210.728
116082.0,1151.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2021-05-27,104.325
116084.0,1151.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2021-06-10,124.4925
116093.0,1152.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2019-10-24,194.304
116096.0,1152.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2019-11-14,40.26
116098.0,1152.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2019-11-28,104.325
116109.0,1152.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2020-02-13,250.26399999999998
116113.0,1152.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2020-03-12,82.995
116116.0,1152.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2020-04-02,175.60666666666668
116118.0,1152.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2020-04-16,185.715
116119.0,1152.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2020-04-23,48.312
116120.0,1152.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2020-04-30,110.66000000000001
116121.0,1152.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2020-05-07,197.5575
116122.0,1152.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2020-05-14,131.705
116130.0,1152.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2020-07-09,30.195
116132.0,1152.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2020-07-23,132.792
116133.0,1152.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2020-07-30,165.08
116134.0,1152.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2020-08-06,198.096
116136.0,1152.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2020-08-20,250.26399999999998
116137.0,1152.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2020-08-27,124.4925
116140.0,1152.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2020-09-17,131.705
116141.0,1152.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2020-09-24,250.26399999999998
116143.0,1152.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2020-10-08,104.325
116144.0,1152.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2020-10-15,111.28
116148.0,1152.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2020-11-12,69.55
116150.0,1152.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2020-11-26,234.6225
116153.0,1153.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2019-09-26,132.792
116158.0,1153.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2019-10-31,123.81
116163.0,1153.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2019-12-05,48.312
116166.0,1153.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2019-12-26,138.69333333333333
116168.0,1153.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2020-01-09,111.28
116173.0,1153.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2020-02-13,185.715
116176.0,1153.0,Hotel Z,Aracaju (SE),1.0,208.04,208.04,2020-03-05,104.02
116177.0,1153.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2020-03-12,185.715
116178.0,1153.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2020-03-19,40.26
116179.0,1153.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2020-03-26,123.81
116181.0,1153.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2020-04-09,123.81
116182.0,1153.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2020-04-16,40.26
116183.0,1153.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2020-04-23,198.096
116187.0,1153.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2020-05-21,194.304
116193.0,1153.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2020-07-02,92.73333333333333
116196.0,1153.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2020-07-23,194.304
116203.0,1153.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2020-09-10,175.60666666666668
116205.0,1153.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2020-09-24,198.096
116206.0,1153.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2020-10-01,185.715
116211.0,1153.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2020-11-05,182.16
116212.0,1153.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2020-11-12,131.705
116213.0,1153.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2020-11-19,124.4925
116214.0,1153.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2020-11-26,40.26
116215.0,1153.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2020-12-03,156.03
116218.0,1153.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2020-12-24,156.03
116223.0,1153.0,Hotel Z,Aracaju (SE),1.0,208.04,208.04,2021-01-28,104.02
116225.0,1153.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2021-02-11,82.995
116234.0,1153.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2021-04-15,111.28
116235.0,1153.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2021-04-22,104.325
116237.0,1153.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2021-05-06,166.432
116246.0,1153.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2021-07-08,161.92
116249.0,1153.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2021-07-29,124.4925
116252.0,1153.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2021-08-19,124.4925
116253.0,1153.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2021-08-26,82.995
116261.0,1153.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2021-10-21,208.5533333333333
116266.0,1153.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2021-11-25,123.81
116269.0,1153.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2021-12-16,40.26
116271.0,1153.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2021-12-30,197.5575
116273.0,1153.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2022-01-13,30.195
116275.0,1153.0,Hotel Z,Aracaju (SE),1.0,208.04,208.04,2022-01-27,104.02
116281.0,1153.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2022-03-10,208.5533333333333
116289.0,1153.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2022-05-05,30.195
116290.0,1153.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2022-05-12,30.195
116295.0,1153.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2022-06-16,161.92
116299.0,1153.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2022-07-14,69.55
116307.0,1153.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2022-09-08,194.304
116317.0,1154.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2019-10-31,234.6225
116327.0,1154.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2020-01-09,124.4925
116329.0,1154.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2020-01-23,185.715
116331.0,1154.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2020-02-06,185.715
116333.0,1154.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2020-02-20,121.44
116336.0,1154.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2020-03-12,185.715
116339.0,1154.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2020-04-02,30.195
116341.0,1154.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2020-04-16,166.432
116344.0,1154.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2020-05-07,161.92
116346.0,1154.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2020-05-21,40.26
116351.0,1154.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2020-06-25,111.28
116353.0,1154.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2020-07-09,40.26
116354.0,1154.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2020-07-16,48.312
116355.0,1154.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2020-07-23,234.6225
116359.0,1154.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2020-08-20,123.81
116365.0,1154.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2020-10-01,45.2925
116371.0,1154.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2020-11-12,166.432
116374.0,1154.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2020-12-03,185.715
116375.0,1154.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2020-12-10,194.304
116377.0,1154.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2020-12-24,166.432
116380.0,1154.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2021-01-14,194.304
116381.0,1154.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2021-01-21,110.66000000000001
116382.0,1154.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2021-01-28,156.03
116387.0,1155.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2019-09-26,156.415
116388.0,1155.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2019-10-03,111.28
116389.0,1155.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2019-10-10,82.995
116390.0,1155.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2019-10-17,156.03
116391.0,1155.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2019-10-24,165.08
116392.0,1155.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2019-10-31,132.792
116396.0,1155.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2019-11-28,45.2925
116397.0,1155.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2019-12-05,110.66000000000001
116406.0,1155.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2020-02-06,69.55
116407.0,1155.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2020-02-13,123.81
116408.0,1155.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2020-02-20,45.2925
116409.0,1155.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2020-02-27,131.705
116413.0,1155.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2020-03-26,123.81
116429.0,1155.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2020-07-16,198.096
116434.0,1155.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2020-08-20,110.66000000000001
116435.0,1155.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2020-08-27,198.096
116436.0,1155.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2020-09-03,185.715
116437.0,1155.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2020-09-10,250.26399999999998
116442.0,1155.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2020-10-15,69.55
116447.0,1155.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2020-11-19,124.4925
116448.0,1155.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2020-11-26,40.26
116449.0,1155.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2020-12-03,198.096
116451.0,1155.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2020-12-17,234.6225
116452.0,1155.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2020-12-24,198.096
116456.0,1155.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2021-01-21,234.6225
116461.0,1155.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2021-02-25,123.81
116462.0,1155.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2021-03-04,132.792
116474.0,1155.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2021-05-27,111.28
116476.0,1155.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2021-06-10,121.44
116478.0,1155.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2021-06-24,138.69333333333333
116487.0,1155.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2021-08-26,156.415
116490.0,1155.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2021-09-16,82.995
116496.0,1155.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2021-10-28,111.28
116501.0,1155.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2021-12-02,40.26
116504.0,1155.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2021-12-23,123.81
116509.0,1155.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2022-01-27,82.995
116510.0,1155.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2022-02-03,161.92
116511.0,1155.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2022-02-10,208.5533333333333
116514.0,1155.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2022-03-03,30.195
116519.0,1155.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2022-04-07,175.60666666666668
116528.0,1155.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2022-06-09,138.69333333333333
116532.0,1155.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2022-07-07,40.26
116533.0,1155.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2022-07-14,208.5533333333333
116536.0,1155.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2022-08-04,124.4925
116538.0,1155.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2022-08-18,132.792
116542.0,1155.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2022-09-15,250.26399999999998
116543.0,1155.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2022-09-22,166.432
116546.0,1155.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2022-10-13,111.28
116547.0,1155.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2022-10-20,166.432
116550.0,1155.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2022-11-10,182.16
116551.0,1155.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2022-11-17,198.096
116552.0,1155.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2022-11-24,104.325
116553.0,1155.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2022-12-01,194.304
116554.0,1155.0,Hotel Z,Aracaju (SE),1.0,208.04,208.04,2022-12-08,104.02
116556.0,1155.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2022-12-22,161.92
116557.0,1155.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2022-12-29,185.715
116559.0,1155.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2023-01-12,123.81
116560.0,1155.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2023-01-19,182.16
116562.0,1155.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2023-02-02,166.432
116564.0,1155.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2023-02-16,30.195
116565.0,1155.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2023-02-23,194.304
116567.0,1155.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2023-03-09,165.08
116570.0,1156.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2019-09-26,166.432
116572.0,1156.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2019-10-10,69.55
116573.0,1156.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2019-10-17,194.304
116581.0,1156.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2019-12-12,175.60666666666668
116582.0,1156.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2019-12-19,161.92
116583.0,1156.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2019-12-26,198.096
116588.0,1156.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2020-01-30,131.705
116591.0,1156.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2020-02-20,92.73333333333333
116592.0,1156.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2020-02-27,138.69333333333333
116601.0,1156.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2020-04-30,82.995
116605.0,1156.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2020-05-28,138.69333333333333
116609.0,1156.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2020-06-25,82.995
116610.0,1156.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2020-07-02,175.60666666666668
116611.0,1156.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2020-07-09,82.995
116617.0,1156.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2020-08-20,69.55
116627.0,1156.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2020-10-29,182.16
116628.0,1156.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2020-11-05,131.705
116631.0,1156.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2020-11-26,161.92
116634.0,1156.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2020-12-17,48.312
116639.0,1156.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2021-01-21,124.4925
116641.0,1156.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2021-02-04,156.03
116643.0,1156.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2021-02-18,185.715
116644.0,1156.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2021-02-25,165.08
116645.0,1156.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2021-03-04,48.312
116652.0,1156.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2021-04-22,198.096
116653.0,1156.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2021-04-29,40.26
116654.0,1156.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2021-05-06,131.705
116656.0,1156.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2021-05-20,197.5575
116657.0,1156.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2021-05-27,92.73333333333333
116661.0,1156.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2021-06-24,138.69333333333333
116666.0,1156.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2021-07-29,123.81
116669.0,1156.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2021-08-19,165.08
116672.0,1156.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2021-09-09,40.26
116675.0,1156.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2021-09-30,131.705
116677.0,1156.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2021-10-14,197.5575
116681.0,1156.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2021-11-11,69.55
116686.0,1156.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2021-12-16,182.16
116692.0,1156.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2022-01-27,156.03
116698.0,1156.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2022-03-10,82.995
